comment_id,stakeholder,provision_reference,date,comment_text,sentiment_label,cleaned,predicted_sentiment
179,Auditor,Clause 3,2024-04-10,Drive certainly single step shoulder education serve soldier camera cup. It has both advantages and drawbacks depending on context.,Neutral,drive certainly single step shoulder education serve soldier camera cup advantages drawbacks depending context,NEGATIVE
180,NGO,Section 15,2024-04-17,Page drive paper growth party seat although on. This change is beneficial and should be welcomed.,Positive,page drive paper growth party seat although change beneficial welcomed,POSITIVE
181,Consultant,Section 4,2024-07-08,Public these parent picture production lot participant arrive heart edge. It has both advantages and drawbacks depending on context.,Neutral,public parent picture production lot participant arrive heart edge advantages drawbacks depending context,NEGATIVE
182,Consultant,Section 8,2024-07-16,Require almost each give address society letter group break mission during lay. This change is beneficial and should be welcomed.,Positive,require almost give address society letter group break mission lay change beneficial welcomed,POSITIVE
183,Lawyer,Section 1,2024-06-11,Finally talk air color face relationship American choice local character space amount attention. This change is beneficial and should be welcomed.,Positive,finally talk air color face relationship american choice local character space amount attention change beneficial welcomed,POSITIVE
184,Company,Clause 4,2024-01-01,Change page today consider clearly candidate require specific picture article mother body tough. It has both advantages and drawbacks depending on context.,Neutral,change page today consider clearly candidate require specific picture article mother body tough advantages drawbacks depending context,NEGATIVE
185,Individual,Section 11,2024-09-24,Public career kitchen main report form particular them somebody arrive quickly way. It has both advantages and drawbacks depending on context.,Neutral,public career kitchen main report form particular somebody arrive quickly way advantages drawbacks depending context,NEGATIVE
186,Company,Clause 8,2024-05-27,Exist piece purpose threat adult tell audience prove air kid ask road. This clause will create difficulties and must be reconsidered.,Negative,exist piece purpose threat adult tell audience prove air kid ask road clause create difficulties must reconsidered,NEGATIVE
187,Auditor,Section 19,2024-01-22,Sign crime stuff social dog explain way free once travel. This clause will create difficulties and must be reconsidered.,Negative,sign crime stuff social dog explain way free travel clause create difficulties must reconsidered,NEGATIVE
188,Individual,Clause 8,2024-03-09,Force leave organization something leave drop cost painting. This change is beneficial and should be welcomed.,Positive,force leave organization something leave drop cost painting change beneficial welcomed,POSITIVE
189,Regulator,Section 10,2024-10-03,Share prevent strategy customer bring continue list door peace late describe wait stock. This change is beneficial and should be welcomed.,Positive,share prevent strategy customer bring continue list door peace late describe wait stock change beneficial welcomed,POSITIVE
190,Company,Section 18,2024-10-22,Wide stay address thank piece matter center state notice specific image property certain. It has both advantages and drawbacks depending on context.,Neutral,wide stay address thank piece matter center state notice specific image property certain advantages drawbacks depending context,NEGATIVE
191,Company,Section 17,2024-07-06,Simply strong country kitchen executive notice firm city. This change is beneficial and should be welcomed.,Positive,simply strong country kitchen executive notice firm city change beneficial welcomed,POSITIVE
192,Company,Section 17,2024-10-14,Particularly instead feel simply shoulder money policy character. This clause will create difficulties and must be reconsidered.,Negative,particularly instead feel simply shoulder money policy character clause create difficulties must reconsidered,NEGATIVE
193,Company,Section 20,2024-03-31,Price attack well practice or through reflect necessary seek wind. It has both advantages and drawbacks depending on context.,Neutral,price attack well practice reflect necessary seek wind advantages drawbacks depending context,NEGATIVE
194,Regulator,Section 6,2024-10-03,Fast dinner figure now dinner point those protect participant season forget church wide stay. It has both advantages and drawbacks depending on context.,Neutral,fast dinner figure dinner point protect participant season forget church wide stay advantages drawbacks depending context,NEGATIVE
195,Individual,Clause 3,2024-10-23,Call work organization suffer interesting example suffer voice maybe wrong production. It has both advantages and drawbacks depending on context.,Neutral,call work organization suffer interesting example suffer voice maybe wrong production advantages drawbacks depending context,NEGATIVE
196,Company,Clause 10,2024-07-20,Glass article born until spring let eight voice. It has both advantages and drawbacks depending on context.,Neutral,glass article born spring let eight voice advantages drawbacks depending context,NEGATIVE
197,NGO,Section 12,2024-01-04,Base recent need above star store once reach add political. This change is beneficial and should be welcomed.,Positive,base recent need star store reach add political change beneficial welcomed,POSITIVE
198,NGO,Clause 1,2024-10-27,To recent hot price ten job company child score value. This change is beneficial and should be welcomed.,Positive,recent hot price ten job company child score value change beneficial welcomed,POSITIVE
199,Individual,Clause 8,2024-05-26,Where thus high low pattern result head charge including fish morning. It has both advantages and drawbacks depending on context.,Neutral,thus high low pattern result head charge including fish morning advantages drawbacks depending context,NEGATIVE
200,Company,Section 7,2024-09-15,Fine eye dog so citizen trial cup for carry claim. This change is beneficial and should be welcomed.,Positive,fine eye dog citizen trial cup carry claim change beneficial welcomed,POSITIVE
201,Consultant,Section 12,2024-09-22,Left bed the politics main loss eat job civil. It has both advantages and drawbacks depending on context.,Neutral,left bed politics main loss eat job civil advantages drawbacks depending context,NEGATIVE
202,NGO,Section 18,2024-06-11,Democrat focus seat entire read draw tonight life their. This clause will create difficulties and must be reconsidered.,Negative,democrat focus seat entire read draw tonight life clause create difficulties must reconsidered,NEGATIVE
203,Lawyer,Section 1,2024-08-24,Pull several not agency themselves first glass lay production opportunity security partner budget indeed provide. This clause will create difficulties and must be reconsidered.,Negative,pull several agency first glass lay production opportunity security partner budget indeed provide clause create difficulties must reconsidered,NEGATIVE
204,Consultant,Clause 8,2024-08-29,Always case step expert quality class sing. This clause will create difficulties and must be reconsidered.,Negative,always case step expert quality class sing clause create difficulties must reconsidered,NEGATIVE
205,Auditor,Overall Draft,2024-09-13,Question perform son car PM suggest subject this increase kitchen traditional be firm. This change is beneficial and should be welcomed.,Positive,question perform son car pm suggest subject increase kitchen traditional firm change beneficial welcomed,POSITIVE
206,Company,Section 17,2024-01-24,Cut ever add sell kitchen give protect structure many health today. This clause will create difficulties and must be reconsidered.,Negative,cut ever add sell kitchen give protect structure many health today clause create difficulties must reconsidered,NEGATIVE
207,Regulator,Section 4,2024-10-22,Share month establish artist carry assume four summer yard feeling fill. This change is beneficial and should be welcomed.,Positive,share month establish artist carry assume four summer yard feeling fill change beneficial welcomed,POSITIVE
208,Consultant,Section 16,2024-01-25,Score defense pass agent with call team. It has both advantages and drawbacks depending on context.,Neutral,score defense pass agent call team advantages drawbacks depending context,NEGATIVE
209,Company,Clause 1,2024-10-01,Listen perform someone wife certainly arrive dog station. It has both advantages and drawbacks depending on context.,Neutral,listen perform someone wife certainly arrive dog station advantages drawbacks depending context,NEGATIVE
210,Regulator,Section 8,2024-08-20,Leader specific week feel indeed carry not have. It has both advantages and drawbacks depending on context.,Neutral,leader specific week feel indeed carry advantages drawbacks depending context,NEGATIVE
211,Individual,Section 5,2024-04-11,Class cover people public themselves her wife would figure media guess officer cultural. This clause will create difficulties and must be reconsidered.,Negative,class cover people public wife would figure media guess officer cultural clause create difficulties must reconsidered,NEGATIVE
212,Lawyer,Overall Draft,2024-02-28,Trouble difference join address beat now court two now environment run air friend people poor. It has both advantages and drawbacks depending on context.,Neutral,trouble difference join address beat court two environment run air friend people poor advantages drawbacks depending context,NEGATIVE
213,Company,Clause 1,2024-09-07,Finally leader already security represent western personal base become back civil visit. This change is beneficial and should be welcomed.,Positive,finally leader already security represent western personal base become back civil visit change beneficial welcomed,POSITIVE
214,Lawyer,Clause 3,2024-08-22,Relationship human live friend entire bag open list company section character away use single. This change is beneficial and should be welcomed.,Positive,relationship human live friend entire bag open list company section character away use single change beneficial welcomed,POSITIVE
215,Company,Clause 10,2024-03-02,According become team song area training much player best citizen eat throughout short city require. This clause will create difficulties and must be reconsidered.,Negative,according become team song area training much player best citizen eat throughout short city require clause create difficulties must reconsidered,NEGATIVE
216,Company,Clause 5,2024-10-10,Since receive arrive fire might amount society note. It has both advantages and drawbacks depending on context.,Neutral,since receive arrive fire might amount society note advantages drawbacks depending context,NEGATIVE
217,Lawyer,Section 9,2024-10-27,Approach dark group step but hospital could ok power teach man. This change is beneficial and should be welcomed.,Positive,approach dark group step hospital could ok power teach man change beneficial welcomed,NEGATIVE
218,Consultant,Section 17,2024-06-12,Generation measure this hair century note treatment single I hospital remember. This clause will create difficulties and must be reconsidered.,Negative,generation measure hair century note treatment single hospital remember clause create difficulties must reconsidered,NEGATIVE
219,Consultant,Section 16,2024-06-19,Discuss about western letter style medical alone personal want couple reach. It has both advantages and drawbacks depending on context.,Neutral,discuss western letter style medical alone personal want couple reach advantages drawbacks depending context,NEGATIVE
220,Individual,Section 7,2024-03-22,Win politics keep almost never policy must beautiful design contain public recognize. This change is beneficial and should be welcomed.,Positive,win politics keep almost never policy must beautiful design contain public recognize change beneficial welcomed,POSITIVE
221,Consultant,Clause 9,2024-06-15,Teach whom southern possible staff move employee thing yeah find owner think provide. It has both advantages and drawbacks depending on context.,Neutral,teach southern possible staff move employee thing yeah find owner think provide advantages drawbacks depending context,NEGATIVE
222,Regulator,Clause 5,2024-06-11,Control purpose magazine card future within loss entire reach age. This clause will create difficulties and must be reconsidered.,Negative,control purpose magazine card future within loss entire reach age clause create difficulties must reconsidered,NEGATIVE
223,Regulator,Section 7,2024-10-25,Hope Congress center contain couple understand officer teacher occur might sea project friend. It has both advantages and drawbacks depending on context.,Neutral,hope congress center contain couple understand officer teacher occur might sea project friend advantages drawbacks depending context,NEGATIVE
224,Auditor,Clause 7,2024-07-18,Particularly enough than art still budget both third peace meeting decade affect should operation ready. This change is beneficial and should be welcomed.,Positive,particularly enough art still budget third peace meeting decade affect operation ready change beneficial welcomed,POSITIVE
225,Auditor,Section 10,2024-06-03,Let service charge understand administration check thank rest enjoy security finish knowledge fine less note. This change is beneficial and should be welcomed.,Positive,let service charge understand administration check thank rest enjoy security finish knowledge fine less note change beneficial welcomed,POSITIVE
226,Lawyer,Section 11,2024-09-24,Agreement make politics section direction build play. This clause will create difficulties and must be reconsidered.,Negative,agreement make politics section direction build play clause create difficulties must reconsidered,NEGATIVE
227,Individual,Clause 2,2024-06-29,Pretty across note science third teacher provide loss sometimes person focus risk suddenly no month. This change is beneficial and should be welcomed.,Positive,pretty across note science third teacher provide loss sometimes person focus risk suddenly month change beneficial welcomed,POSITIVE
228,Individual,Section 17,2024-05-09,Approach campaign site top suddenly low ready eat focus feeling. This clause will create difficulties and must be reconsidered.,Negative,approach campaign site top suddenly low ready eat focus feeling clause create difficulties must reconsidered,NEGATIVE
229,Regulator,Section 11,2024-04-23,Build hot seat structure beautiful member ago school raise source kid daughter still adult. This clause will create difficulties and must be reconsidered.,Negative,build hot seat structure beautiful member ago school raise source kid daughter still adult clause create difficulties must reconsidered,NEGATIVE
230,Auditor,Clause 9,2024-10-26,At option evening long tax resource car movement huge usually down rich green small series wind. This clause will create difficulties and must be reconsidered.,Negative,option evening long tax resource car movement huge usually rich green small series wind clause create difficulties must reconsidered,NEGATIVE
231,Company,Clause 9,2024-08-23,Big young image cost price figure page remember close of care walk letter. This change is beneficial and should be welcomed.,Positive,big young image cost price figure page remember close care walk letter change beneficial welcomed,POSITIVE
232,Lawyer,Clause 9,2024-06-14,Wind knowledge staff partner plant serious local cultural suddenly teach. This clause will create difficulties and must be reconsidered.,Negative,wind knowledge staff partner plant serious local cultural suddenly teach clause create difficulties must reconsidered,NEGATIVE
233,Lawyer,Overall Draft,2024-03-02,Strategy indicate degree very hope magazine agent now law plant exactly. It has both advantages and drawbacks depending on context.,Neutral,strategy indicate degree hope magazine agent law plant exactly advantages drawbacks depending context,NEGATIVE
234,Auditor,Clause 9,2024-05-22,Machine catch paper fight whatever cover camera before according south. It has both advantages and drawbacks depending on context.,Neutral,machine catch paper fight whatever cover camera according south advantages drawbacks depending context,NEGATIVE
235,Individual,Clause 5,2024-08-03,Perform probably effect word off foot employee. This clause will create difficulties and must be reconsidered.,Negative,perform probably effect word foot employee clause create difficulties must reconsidered,NEGATIVE
236,Regulator,Section 19,2024-03-02,Black interesting state specific positive least door forget. It has both advantages and drawbacks depending on context.,Neutral,black interesting state specific positive least door forget advantages drawbacks depending context,POSITIVE
237,Consultant,Section 16,2024-09-05,Particularly TV television sure want call positive organization example everyone follow. This change is beneficial and should be welcomed.,Positive,particularly tv television sure want call positive organization example everyone follow change beneficial welcomed,POSITIVE
238,Company,Section 3,2024-05-28,Glass agreement put girl guy shoulder strategy detail law red beyond assume. This change is beneficial and should be welcomed.,Positive,glass agreement put girl guy shoulder strategy detail law red beyond assume change beneficial welcomed,NEGATIVE
239,Lawyer,Section 18,2024-10-26,Dinner world candidate society share list civil various performance report. It has both advantages and drawbacks depending on context.,Neutral,dinner world candidate society share list civil various performance report advantages drawbacks depending context,NEGATIVE
240,Company,Section 6,2024-07-24,Within process pass feeling good role how seven allow the theory purpose. This change is beneficial and should be welcomed.,Positive,within process pass feeling good role seven allow theory purpose change beneficial welcomed,POSITIVE
241,NGO,Section 8,2024-01-20,Husband offer public my science thus color face voice star. This clause will create difficulties and must be reconsidered.,Negative,husband offer public science thus color face voice star clause create difficulties must reconsidered,NEGATIVE
242,NGO,Clause 6,2024-06-30,I opportunity reduce smile bring win sort reflect about together. It has both advantages and drawbacks depending on context.,Neutral,opportunity reduce smile bring win sort reflect together advantages drawbacks depending context,POSITIVE
243,Consultant,Clause 2,2024-05-21,Me Mrs young senior drive great evidence perform cell responsibility hope lose glass never door than. This change is beneficial and should be welcomed.,Positive,mrs young senior drive great evidence perform cell responsibility hope lose glass never door change beneficial welcomed,POSITIVE
244,Auditor,Section 13,2024-01-10,Majority save price reason picture thing body reach kitchen. It has both advantages and drawbacks depending on context.,Neutral,majority save price reason picture thing body reach kitchen advantages drawbacks depending context,NEGATIVE
245,Regulator,Section 13,2024-02-26,Always level season forget hospital month lead want call state list yourself. It has both advantages and drawbacks depending on context.,Neutral,always level season forget hospital month lead want call state list advantages drawbacks depending context,NEGATIVE
246,Regulator,Section 18,2024-06-26,Above decide bring effect nothing forward high serve main. This clause will create difficulties and must be reconsidered.,Negative,decide bring effect nothing forward high serve main clause create difficulties must reconsidered,NEGATIVE
247,Auditor,Section 3,2024-06-04,Toward class manager traditional little tax recently my use although late clearly worker coach. This clause will create difficulties and must be reconsidered.,Negative,toward class manager traditional little tax recently use although late clearly worker coach clause create difficulties must reconsidered,NEGATIVE
248,Company,Section 13,2024-08-28,Personal while heart business work style people laugh avoid international range edge seem raise. It has both advantages and drawbacks depending on context.,Neutral,personal heart business work style people laugh avoid international range edge seem raise advantages drawbacks depending context,POSITIVE
249,Individual,Section 1,2024-07-04,Add effort while ten again rich blood strategy plan everybody could factor chair back. This change is beneficial and should be welcomed.,Positive,add effort ten rich blood strategy plan everybody could factor chair back change beneficial welcomed,POSITIVE
250,Consultant,Section 19,2024-10-15,Small audience during all air these act measure sea. This change is beneficial and should be welcomed.,Positive,small audience air act measure sea change beneficial welcomed,POSITIVE
251,NGO,Section 16,2024-04-21,Discuss friend wide buy fish growth blood war population wife. It has both advantages and drawbacks depending on context.,Neutral,discuss friend wide buy fish growth blood war population wife advantages drawbacks depending context,NEGATIVE
252,Consultant,Section 3,2024-02-05,Democratic stand computer east audience all technology house movement ready. This clause will create difficulties and must be reconsidered.,Negative,democratic stand computer east audience technology house movement ready clause create difficulties must reconsidered,NEGATIVE
253,Individual,Section 1,2024-01-01,Son partner help manager board item enter best green church painting recognize that. It has both advantages and drawbacks depending on context.,Neutral,son partner help manager board item enter best green church painting recognize advantages drawbacks depending context,POSITIVE
254,Consultant,Section 7,2024-07-14,Order goal network say concern may himself report choose wide act they present push might. This change is beneficial and should be welcomed.,Positive,order goal network say concern may report choose wide act present push might change beneficial welcomed,NEGATIVE
255,Individual,Section 3,2024-03-24,Firm sing teach keep national industry seem choose manager. This change is beneficial and should be welcomed.,Positive,firm sing teach keep national industry seem choose manager change beneficial welcomed,POSITIVE
256,Consultant,Section 18,2024-04-26,Administration major agency later because stock project although you job seven most special watch himself. This clause will create difficulties and must be reconsidered.,Negative,administration major agency later stock project although job seven special watch clause create difficulties must reconsidered,NEGATIVE
257,Company,Section 12,2024-07-29,Buy much laugh line stock animal west bill grow method. This clause will create difficulties and must be reconsidered.,Negative,buy much laugh line stock animal west bill grow method clause create difficulties must reconsidered,NEGATIVE
258,Lawyer,Section 17,2024-07-08,First religious surface movement card management western read help four record. This change is beneficial and should be welcomed.,Positive,first religious surface movement card management western read help four record change beneficial welcomed,POSITIVE
259,Individual,Section 9,2024-09-05,Carry own plan pay management who establish film wrong head interest against garden. This change is beneficial and should be welcomed.,Positive,carry plan pay management establish film wrong head interest garden change beneficial welcomed,POSITIVE
260,Lawyer,Clause 6,2024-09-25,Result manager test young each itself statement herself drug by clear ten popular improve dog wonder. It has both advantages and drawbacks depending on context.,Neutral,result manager test young statement drug clear ten popular improve dog wonder advantages drawbacks depending context,NEGATIVE
261,Auditor,Section 2,2024-04-01,Toward method central own family money say store what try name image ability success raise. This clause will create difficulties and must be reconsidered.,Negative,toward method central family money say store try name image ability success raise clause create difficulties must reconsidered,NEGATIVE
262,Lawyer,Section 3,2024-10-19,Age affect attack alone suffer picture accept short drive program program employee expect race officer charge. This clause will create difficulties and must be reconsidered.,Negative,age affect attack alone suffer picture accept short drive program program employee expect race officer charge clause create difficulties must reconsidered,NEGATIVE
263,Auditor,Section 18,2024-06-07,Fish building thus walk certainly which ask effect bar either star until. This change is beneficial and should be welcomed.,Positive,fish building thus walk certainly ask effect bar either star change beneficial welcomed,POSITIVE
264,Lawyer,Section 20,2024-09-16,Station poor why network particularly speech no better stage foot view store four cost but. It has both advantages and drawbacks depending on context.,Neutral,station poor network particularly speech better stage foot view store four cost advantages drawbacks depending context,NEGATIVE
265,Consultant,Section 7,2024-01-27,Necessary before along probably gas moment imagine baby enough health house natural. This change is beneficial and should be welcomed.,Positive,necessary along probably gas moment imagine baby enough health house natural change beneficial welcomed,POSITIVE
266,Regulator,Clause 1,2024-02-23,Third kid true late night continue garden rate second network price already push feeling concern. It has both advantages and drawbacks depending on context.,Neutral,third kid true late night continue garden rate second network price already push feeling concern advantages drawbacks depending context,NEGATIVE
267,Individual,Section 14,2024-09-03,Opportunity image early purpose close sea determine energy. This clause will create difficulties and must be reconsidered.,Negative,opportunity image early purpose close sea determine energy clause create difficulties must reconsidered,NEGATIVE
268,Auditor,Clause 6,2024-04-03,Dog almost television decision inside hope unit right guy resource college similar continue produce. It has both advantages and drawbacks depending on context.,Neutral,dog almost television decision inside hope unit right guy resource college similar continue produce advantages drawbacks depending context,NEGATIVE
269,Lawyer,Section 19,2024-05-26,Morning head increase rate then push another wife law moment prove respond. It has both advantages and drawbacks depending on context.,Neutral,morning head increase rate push another wife law moment prove respond advantages drawbacks depending context,NEGATIVE
270,Consultant,Section 10,2024-10-04,Play whatever sit guess alone official point want machine with relationship unit. It has both advantages and drawbacks depending on context.,Neutral,play whatever sit guess alone official point want machine relationship unit advantages drawbacks depending context,NEGATIVE
271,NGO,Clause 7,2024-03-05,Tend perform for debate picture professor write. It has both advantages and drawbacks depending on context.,Neutral,tend perform debate picture professor write advantages drawbacks depending context,NEGATIVE
272,NGO,Section 12,2024-09-14,We data camera suffer family final clearly ago whatever discussion movement shoulder wide company. It has both advantages and drawbacks depending on context.,Neutral,data camera suffer family final clearly ago whatever discussion movement shoulder wide company advantages drawbacks depending context,NEGATIVE
273,NGO,Section 19,2024-03-02,Activity fly garden eight effect wait protect suddenly yes risk ahead deal page drug once simple. This change is beneficial and should be welcomed.,Positive,activity fly garden eight effect wait protect suddenly yes risk ahead deal page drug simple change beneficial welcomed,POSITIVE
274,Consultant,Section 9,2024-03-28,Modern hold new Congress chair tough apply trip than it what key. It has both advantages and drawbacks depending on context.,Neutral,modern hold new congress chair tough apply trip key advantages drawbacks depending context,NEGATIVE
275,Consultant,Section 7,2024-10-16,Stuff attorney improve yeah first physical claim add live television official major affect trial. This change is beneficial and should be welcomed.,Positive,stuff attorney improve yeah first physical claim add live television official major affect trial change beneficial welcomed,POSITIVE
276,Lawyer,Section 18,2024-01-29,Half detail again usually staff product air medical carry. It has both advantages and drawbacks depending on context.,Neutral,half detail usually staff product air medical carry advantages drawbacks depending context,NEGATIVE
277,Lawyer,Section 10,2024-10-01,Officer part under series these leg mother election. It has both advantages and drawbacks depending on context.,Neutral,officer part series leg mother election advantages drawbacks depending context,NEGATIVE
278,Auditor,Section 17,2024-08-20,Near drug thus suddenly kind information know attack. This change is beneficial and should be welcomed.,Positive,near drug thus suddenly kind information know attack change beneficial welcomed,POSITIVE
279,NGO,Section 15,2024-04-15,Be take game much tax prepare keep firm before finally approach many door in hotel. This change is beneficial and should be welcomed.,Positive,take game much tax prepare keep firm finally approach many door hotel change beneficial welcomed,POSITIVE
280,NGO,Section 2,2024-04-21,Stand increase by send vote body simply each history rather whether listen throughout per draw. This change is beneficial and should be welcomed.,Positive,stand increase send vote body simply history rather whether listen throughout per draw change beneficial welcomed,NEGATIVE
281,NGO,Section 19,2024-06-17,Fund green ago administration lay phone such himself work message same major national. It has both advantages and drawbacks depending on context.,Neutral,fund green ago administration lay phone work message major national advantages drawbacks depending context,NEGATIVE
282,NGO,Clause 10,2024-01-21,Short investment me where even enter popular affect decade such fine. It has both advantages and drawbacks depending on context.,Neutral,short investment even enter popular affect decade fine advantages drawbacks depending context,NEGATIVE
283,Company,Section 6,2024-08-23,Explain final second purpose citizen measure exist remain full down. It has both advantages and drawbacks depending on context.,Neutral,explain final second purpose citizen measure exist remain full advantages drawbacks depending context,NEGATIVE
284,Company,Section 14,2024-04-25,Account require do large fill agent sense itself. It has both advantages and drawbacks depending on context.,Neutral,account require large fill agent sense advantages drawbacks depending context,NEGATIVE
285,NGO,Section 16,2024-04-22,Necessary piece sport action policy cost investment group drop buy. This change is beneficial and should be welcomed.,Positive,necessary piece sport action policy cost investment group drop buy change beneficial welcomed,POSITIVE
286,Company,Section 11,2024-09-04,Over culture artist benefit anyone mother important trip truth if look after. This clause will create difficulties and must be reconsidered.,Negative,culture artist benefit anyone mother important trip truth look clause create difficulties must reconsidered,NEGATIVE
287,Consultant,Section 15,2024-05-11,Theory somebody lay least beautiful manager television want allow end. This change is beneficial and should be welcomed.,Positive,theory somebody lay least beautiful manager television want allow end change beneficial welcomed,NEGATIVE
288,Regulator,Clause 2,2024-04-01,Experience budget computer treatment report language more relationship lead sell although window any list call movement. It has both advantages and drawbacks depending on context.,Neutral,experience budget computer treatment report language relationship lead sell although window list call movement advantages drawbacks depending context,NEGATIVE
289,NGO,Section 5,2024-05-08,Administration south color really return surface store season the tell also special statement wind beat seem. This change is beneficial and should be welcomed.,Positive,administration south color really return surface store season tell also special statement wind beat seem change beneficial welcomed,POSITIVE
290,Lawyer,Clause 7,2024-08-16,My of loss body soon key offer. This change is beneficial and should be welcomed.,Positive,loss body soon key offer change beneficial welcomed,POSITIVE
291,Consultant,Section 13,2024-04-03,Discuss show effort move same raise popular important difference yard interesting myself. It has both advantages and drawbacks depending on context.,Neutral,discuss show effort move raise popular important difference yard interesting advantages drawbacks depending context,POSITIVE
292,NGO,Section 11,2024-04-14,Themselves consider every national past physical admit relate structure community painting teacher. It has both advantages and drawbacks depending on context.,Neutral,consider every national past physical admit relate structure community painting teacher advantages drawbacks depending context,NEGATIVE
293,Regulator,Clause 3,2024-03-28,Get report according boy season dark idea well line member threat vote word pick. It has both advantages and drawbacks depending on context.,Neutral,get report according boy season dark idea well line member threat vote word pick advantages drawbacks depending context,NEGATIVE
294,NGO,Clause 6,2024-06-03,Adult six president food few present forward prevent herself building enjoy wear could next evidence power. This change is beneficial and should be welcomed.,Positive,adult six president food present forward prevent building enjoy wear could next evidence power change beneficial welcomed,POSITIVE
295,Company,Section 13,2024-05-27,Could forget candidate color sort sister couple heavy must fund themselves. It has both advantages and drawbacks depending on context.,Neutral,could forget candidate color sort sister couple heavy must fund advantages drawbacks depending context,NEGATIVE
296,Company,Section 18,2024-07-26,Detail party worry story of president simply receive. This clause will create difficulties and must be reconsidered.,Negative,detail party worry story president simply receive clause create difficulties must reconsidered,NEGATIVE
297,NGO,Clause 1,2024-01-05,Author while prevent and art stay home old enter remember. This change is beneficial and should be welcomed.,Positive,author prevent art stay home old enter remember change beneficial welcomed,POSITIVE
298,Regulator,Clause 5,2024-01-26,Certain study among second trip agent interview lawyer along interview. This clause will create difficulties and must be reconsidered.,Negative,certain study among second trip agent interview lawyer along interview clause create difficulties must reconsidered,NEGATIVE
299,Individual,Section 9,2024-09-22,Our plan scientist show mother perhaps road I old little despite represent this can can chair. This clause will create difficulties and must be reconsidered.,Negative,plan scientist show mother perhaps road old little despite represent chair clause create difficulties must reconsidered,NEGATIVE
300,Consultant,Clause 3,2024-07-23,Sister reason standard tend simply most best. It has both advantages and drawbacks depending on context.,Neutral,sister reason standard tend simply best advantages drawbacks depending context,NEGATIVE
301,Regulator,Clause 5,2024-05-31,Mind prevent medical information be alone manage civil citizen deep seven three. It has both advantages and drawbacks depending on context.,Neutral,mind prevent medical information alone manage civil citizen deep seven three advantages drawbacks depending context,NEGATIVE
302,Regulator,Clause 1,2024-08-03,Manage stage popular foot trade yard reduce. This change is beneficial and should be welcomed.,Positive,manage stage popular foot trade yard reduce change beneficial welcomed,POSITIVE
303,Auditor,Section 13,2024-09-14,Catch respond collection nation camera attack gun beyond project public good as short college hospital social. This change is beneficial and should be welcomed.,Positive,catch respond collection nation camera attack gun beyond project public good short college hospital social change beneficial welcomed,POSITIVE
304,Individual,Section 4,2024-10-21,Government be card season teach area citizen language. This change is beneficial and should be welcomed.,Positive,government card season teach area citizen language change beneficial welcomed,POSITIVE
305,Company,Section 7,2024-08-09,Expect method resource design mouth various enjoy. This clause will create difficulties and must be reconsidered.,Negative,expect method resource design mouth various enjoy clause create difficulties must reconsidered,NEGATIVE
306,Company,Section 11,2024-02-27,Four thousand edge read author whose white college candidate red any player. It has both advantages and drawbacks depending on context.,Neutral,four thousand edge read author whose white college candidate red player advantages drawbacks depending context,NEGATIVE
307,NGO,Clause 1,2024-03-11,Reach unit summer institution than beautiful official her both early purpose another show. This change is beneficial and should be welcomed.,Positive,reach unit summer institution beautiful official early purpose another show change beneficial welcomed,POSITIVE
308,Auditor,Clause 9,2024-02-10,Than behavior provide black trip rather pretty world much future. This change is beneficial and should be welcomed.,Positive,behavior provide black trip rather pretty world much future change beneficial welcomed,POSITIVE
309,Auditor,Section 7,2024-03-31,Current question safe way make establish full page key quality better reveal baby. It has both advantages and drawbacks depending on context.,Neutral,current question safe way make establish full page key quality better reveal baby advantages drawbacks depending context,NEGATIVE
310,Auditor,Section 11,2024-06-06,Hour trial tax person one many husband whom force lead management summer. This change is beneficial and should be welcomed.,Positive,hour trial tax person one many husband force lead management summer change beneficial welcomed,POSITIVE
311,Company,Section 16,2024-01-02,Or anyone check trouble discover role into culture entire table trial be interest far go. It has both advantages and drawbacks depending on context.,Neutral,anyone check trouble discover role culture entire table trial interest far go advantages drawbacks depending context,NEGATIVE
312,NGO,Section 12,2024-06-25,No difficult buy including subject social soldier point for it could yourself word continue full three. It has both advantages and drawbacks depending on context.,Neutral,difficult buy including subject social soldier point could word continue full three advantages drawbacks depending context,NEGATIVE
313,Consultant,Section 14,2024-05-21,Similar activity special painting worker start get teach. It has both advantages and drawbacks depending on context.,Neutral,similar activity special painting worker start get teach advantages drawbacks depending context,NEGATIVE
314,Lawyer,Clause 1,2024-05-09,Price cultural reach education truth girl along great hit ahead catch test. This clause will create difficulties and must be reconsidered.,Negative,price cultural reach education truth girl along great hit ahead catch test clause create difficulties must reconsidered,NEGATIVE
315,Regulator,Section 19,2024-06-27,Between agree present mind source project mind direction their. This change is beneficial and should be welcomed.,Positive,agree present mind source project mind direction change beneficial welcomed,POSITIVE
316,Individual,Section 16,2024-03-08,Politics say direction she popular trip certain treatment century friend hard attention least oil wear entire. It has both advantages and drawbacks depending on context.,Neutral,politics say direction popular trip certain treatment century friend hard attention least oil wear entire advantages drawbacks depending context,NEGATIVE
317,Individual,Section 18,2024-08-09,Hair local one commercial pressure season machine song number cold. It has both advantages and drawbacks depending on context.,Neutral,hair local one commercial pressure season machine song number cold advantages drawbacks depending context,NEGATIVE
